OrderID,Date,Region,Category,UnitPrice,Quantity,Discount,Revenue,Profit,CustomerID
ORD-100532,2023-04-24,East,Office Supplies,42.53,11,0.06,467.79,57.72,73
ORD-100883,2023-04-24,West,Office Supplies,54.87,10,0.01,548.75,166.5,257
ORD-101405,2023-04-24,North,Office Supplies,48.28,7,0.18,337.95,28.68,279
ORD-101946,2023-04-25,South,Office Supplies,48.26,8,0.25,386.07,-12.5,239
ORD-101654,2023-04-25,East,Furniture,319.39,5,0.26,1596.97,-25.65,381
ORD-100846,2023-04-25,South,Apparel,95.13,8,0.24,761.01,108.06,46
ORD-100749,2023-04-26,,Electronics,619.74,7,0.16,4338.15,77.39,73
ORD-100936,2023-04-26,East,Furniture,260.36,11,0.07,2863.96,717.54,111
ORD-101694,2023-04-27,Central,Furniture,305.81,11,0.16,3363.94,208.69,175
ORD-101853,2023-04-28,South,Electronics,443.45,3,0.05,1330.34,389.42,254
ORD-101907,2023-04-28,North,Electronics,569.66,1,0.24,569.66,99.04,214
ORD-100177,2023-04-28,South,Furniture,210.9,2,0.17,421.8,77.91,30
ORD-100082,2023-04-28,Central,Apparel,69.42,1,0.02,69.42,5.53,275
ORD-100286,2023-04-28,South,Office Supplies,49.98,5,0.12,249.89,64.25,22
ORD-101555,2023-04-29,,Apparel,67.67,10,0.01,676.68,117.97,7
ORD-101486,2023-04-29,West,Apparel,61.47,8,0.19,491.78,118.72,251
ORD-101777,2023-04-29,East,Electronics,487.6,8,0.2,3900.81,209.29,357
ORD-101075,2023-04-30,East,Furniture,319.93,10,0.04,3199.28,398.53,217
ORD-101935,2023-04-30,East,Electronics,537.63,10,0.09,5376.26,1064.24,81
ORD-100349,2023-05-01,North,Furniture,252.79,4,0.02,1011.18,291.77,380
ORD-101595,2023-05-01,Central,Groceries,23.61,10,0.15,236.09,13.49,20
ORD-100622,2023-05-01,West,Office Supplies,45.97,7,0.06,321.76,94.05,343
ORD-100531,2023-05-01,North,Electronics,580.05,1,0.01,580.05,37.48,42
ORD-101940,2023-05-01,Central,Groceries,29.89,5,0.27,149.47,11.51,284
ORD-101636,2023-05-01,East,Furniture,235.63,5,0.17,1178.15,232.11,307
ORD-101849,2023-05-01,South,Apparel,95.72,10,0.01,957.22,59.78,379
ORD-100040,2023-05-01,North,Furniture,260.56,6,0.05,1563.34,46.09,393
ORD-100466,2023-05-02,South,Office Supplies,50.29,8,0.12,402.34,42.31,271
ORD-100186,2023-05-02,South,Apparel,50.11,6,0.11,300.66,50.8,105
ORD-101077,2023-05-02,North,Office Supplies,38.02,2,0.21,76.03,7.68,341
ORD-100167,2023-05-02,East,Electronics,550.08,3,0.29,1650.24,252.35,271
ORD-100702,2023-05-03,South,Office Supplies,29.77,7,0.06,208.4,13.06,333
ORD-100684,2023-05-04,North,Electronics,447.48,7,0.07,3132.35,702.78,219
ORD-100261,2023-05-05,South,Apparel,77.67,5,0.03,388.34,126.18,206
ORD-101432,2023-05-05,East,Apparel,54.35,1,0.18,54.35,9.58,12
ORD-101192,2023-05-05,West,Office Supplies,33.46,8,0.16,267.64,45.03,312
ORD-100703,2023-05-06,East,Apparel,86.17,2,0.1,172.34,34.62,201
ORD-100907,2023-05-07,North,Groceries,28.41,7,0.24,198.88,-12.51,282
ORD-101615,2023-05-07,East,Electronics,354.5,4,0.13,1417.98,40.34,368
ORD-101031,2023-05-07,East,Furniture,305.76,6,0.28,1834.54,-20.27,299
ORD-100543,2023-05-08,North,Electronics,503.97,11,0.29,5543.62,758.81,71
ORD-100258,2023-05-08,East,Office Supplies,39.95,5,0.23,199.73,9.54,256
ORD-100410,2023-05-08,West,Apparel,62.11,11,0.21,683.26,66.3,66
ORD-100760,2023-05-09,South,Groceries,18.9,6,0.18,113.4,1.77,25
ORD-100229,2023-05-10,North,Office Supplies,34.6,9,0.2,311.44,18.17,252
ORD-101882,2023-05-10,East,Office Supplies,39.14,9,0.19,352.24,46.74,24
ORD-101404,2023-05-10,West,Office Supplies,33.45,11,0.21,367.96,47.58,100
ORD-100660,2023-05-10,North,Electronics,446.84,7,0.08,3127.86,155.17,262
ORD-101173,2023-05-10,North,Electronics,449.86,2,0.05,899.71,280.7,24
ORD-100391,2023-05-11,West,Apparel,68.0,11,0.13,747.96,198.26,59
ORD-101701,2023-05-11,East,Furniture,340.83,7,0.03,2385.82,642.81,284
ORD-100348,2023-05-12,South,Apparel,81.64,10,0.01,816.43,124.76,74
ORD-101885,2023-05-12,North,Apparel,95.89,8,0.26,767.16,,243
ORD-100250,2023-05-12,North,Groceries,25.89,11,0.12,284.77,64.66,74
ORD-100563,2023-05-13,Central,Electronics,370.03,1,0.07,370.03,26.87,380
ORD-101105,2023-05-13,West,Electronics,619.52,4,0.22,2478.1,-20.27,251
ORD-100468,2023-05-13,West,Furniture,318.86,9,0.16,2869.74,316.77,125
ORD-101928,2023-05-14,South,Apparel,64.14,6,0.24,384.84,55.75,353
ORD-100911,2023-05-14,North,Office Supplies,30.93,6,0.15,185.61,28.54,350
ORD-100634,2023-05-14,Central,Office Supplies,31.17,1,0.03,31.17,7.04,305
ORD-100022,2023-05-14,Central,Office Supplies,52.62,11,0.28,578.77,2.05,100
ORD-101638,2023-05-14,West,Electronics,565.07,8,0.18,4520.58,1056.06,368
ORD-101890,2023-05-16,North,Electronics,511.04,2,0.17,1022.08,,229
ORD-101431,2023-05-16,West,Groceries,25.23,1,0.06,25.23,0.77,104
ORD-101662,2023-05-16,South,Office Supplies,31.8,5,0.08,159.01,,295
ORD-101797,2023-05-16,South,Office Supplies,33.32,11,0.09,366.53,39.26,316
ORD-101959,2023-05-17,Central,Apparel,93.55,5,0.1,467.74,,322
ORD-101325,2023-05-17,Central,Office Supplies,33.16,8,0.16,265.28,19.16,223
ORD-101344,2023-05-17,West,Apparel,62.92,9,0.19,566.27,92.87,138
ORD-101533,2023-05-18,North,Office Supplies,29.42,9,0.15,264.77,51.15,43
ORD-100252,2023-05-18,North,Electronics,396.31,10,0.22,3963.08,844.33,395
ORD-100071,2023-05-19,East,Groceries,23.51,7,0.16,164.6,39.86,347
ORD-101650,2023-05-19,Central,Apparel,81.37,7,0.25,569.61,29.38,397
ORD-101177,2023-05-20,West,Groceries,23.79,7,0.15,166.5,30.87,202
ORD-101522,2023-05-20,South,Apparel,51.18,9,0.01,460.61,139.69,222
ORD-100522,2023-05-21,Central,Electronics,450.27,6,0.29,2701.61,-241.13,245
ORD-101112,2023-05-21,North,Apparel,61.8,1,0.15,61.8,0.44,369
ORD-100887,2023-05-21,North,Apparel,56.74,2,0.18,113.49,24.4,91
ORD-101114,2023-05-22,North,Apparel,69.17,7,0.13,484.17,87.44,128
ORD-100542,2023-05-23,South,Groceries,27.97,7,0.09,195.81,10.39,200
ORD-100051,2023-05-23,North,Electronics,447.83,6,0.23,2686.99,-155.89,245
ORD-100397,2023-05-24,Central,Electronics,417.59,8,0.23,3340.75,180.24,215
ORD-101769,2023-05-24,Central,Apparel,68.2,1,0.03,68.2,6.94,367
ORD-100992,2023-05-24,South,Electronics,618.46,11,0.04,6803.11,1348.89,25
ORD-101786,2023-05-25,West,Furniture,305.14,8,0.06,2441.08,511.55,8
ORD-100837,2023-05-25,South,Electronics,476.47,6,0.22,2858.84,438.68,255
ORD-100101,2023-05-26,South,Electronics,407.79,11,0.05,4485.64,1149.71,202
ORD-101703,2023-05-26,West,Furniture,235.7,10,0.08,2357.03,379.41,388
ORD-100425,2023-05-26,South,Office Supplies,46.09,8,0.17,368.7,40.82,270
ORD-101084,2023-05-27,West,Office Supplies,30.68,3,0.01,92.04,12.74,12
ORD-100871,2023-05-28,South,Electronics,406.17,5,0.26,2030.83,-72.87,202
ORD-100663,2023-05-28,North,Apparel,55.37,10,0.28,553.72,79.39,256
ORD-100338,2023-05-28,Central,Electronics,576.27,6,0.12,3457.62,287.11,131
ORD-100652,2023-05-28,South,Furniture,334.06,2,0.29,668.12,100.2,76
ORD-101363,2023-05-28,Central,Groceries,19.76,8,0.15,158.07,10.56,127
ORD-101795,2023-05-28,East,Electronics,489.99,1,0.18,489.99,88.73,234
ORD-100008,2023-05-28,West,Electronics,536.09,1,0.25,536.09,-11.09,194
ORD-100223,2023-05-28,East,Apparel,54.04,7,0.28,378.31,46.24,172
ORD-101739,2023-05-30,East,Office Supplies,37.29,8,0.2,298.34,48.93,69
ORD-101871,2023-05-31,East,Electronics,493.69,4,0.25,1974.74,212.64,111
ORD-101939,2023-06-01,,Electronics,400.31,1,0.21,400.31,64.84,148
ORD-101473,2023-06-01,East,Electronics,494.06,9,0.02,4446.52,286.85,126
ORD-100734,2023-06-02,Central,Electronics,364.11,10,0.23,3641.09,45.21,313
ORD-101071,2023-06-02,South,Office Supplies,29.41,11,0.1,323.51,11.38,381
ORD-101744,2023-06-03,South,Electronics,344.88,11,0.24,3793.7,204.64,295
ORD-101988,2023-06-03,North,Groceries,17.59,6,0.1,105.54,29.7,67
ORD-101709,2023-06-04,East,Furniture,243.04,3,0.18,729.13,113.38,373
ORD-101987,2023-06-04,East,Electronics,332.18,10,0.24,3321.81,-44.53,76
ORD-100141,2023-06-06,West,Electronics,492.33,8,0.08,3938.65,1014.67,282
ORD-101394,2023-06-07,East,Furniture,336.24,8,0.22,2689.88,541.55,134
ORD-101581,2023-06-07,West,Apparel,78.49,8,0.02,627.89,168.95,261
ORD-100963,2023-06-08,North,Electronics,412.78,11,0.17,4540.54,779.88,258
ORD-100902,2023-06-09,West,Apparel,55.78,8,0.24,446.24,22.71,178
ORD-101354,2023-06-10,South,Groceries,22.29,7,0.21,156.02,13.07,14
ORD-101838,2023-06-12,South,Electronics,624.76,4,0.26,2499.06,276.12,201
ORD-101256,2023-06-12,Central,Electronics,520.03,11,0.16,5720.32,221.96,331
ORD-100362,2023-06-13,East,Office Supplies,31.98,10,0.15,319.81,10.55,43
ORD-100975,2023-06-14,North,Electronics,384.62,1,0.02,384.62,47.6,175
ORD-100031,2023-06-15,West,Electronics,583.27,11,0.11,6415.94,1414.08,22
ORD-100077,2023-06-15,East,Office Supplies,32.19,10,0.07,321.86,21.73,289
ORD-100566,2023-06-16,North,Groceries,29.09,9,0.27,261.81,-8.55,227
ORD-101511,2023-06-16,South,Office Supplies,32.16,10,0.13,321.56,91.41,319
ORD-100411,2023-06-17,Central,Electronics,559.03,5,0.15,2795.16,-50.53,253
ORD-101502,2023-06-17,Central,Office Supplies,44.22,9,0.19,397.97,38.23,71
ORD-101655,2023-06-18,Central,Groceries,24.1,2,0.25,48.19,5.05,64
ORD-101544,2023-06-18,East,Furniture,264.36,9,0.18,2379.2,164.08,95
ORD-101478,2023-06-18,South,Apparel,61.09,1,0.1,61.09,14.63,293
ORD-100325,2023-06-18,Central,Apparel,56.17,7,0.06,393.21,8.22,69
ORD-101111,2023-06-19,East,Apparel,67.75,11,0.11,745.25,112.52,164
ORD-100625,2023-06-19,West,Office Supplies,45.02,5,0.01,225.08,56.24,76
ORD-100485,2023-06-19,North,Apparel,93.72,8,0.25,749.73,86.63,205
ORD-100147,2023-06-20,West,Apparel,72.68,6,0.06,436.1,16.07,18
ORD-101290,2023-06-20,Central,Electronics,541.7,1,0.12,541.7,130.25,285
ORD-101816,2023-06-20,South,Electronics,514.77,1,0.01,514.77,122.59,107
ORD-101876,2023-06-20,South,Electronics,323.21,1,0.25,323.21,52.59,174
ORD-100636,2023-06-21,South,Apparel,61.87,1,0.08,61.87,18.6,16
ORD-101287,2023-06-21,West,Electronics,620.09,8,0.17,4960.76,1212.72,113
ORD-101385,2023-06-21,West,Groceries,32.85,5,0.15,164.27,8.3,373
ORD-101608,2023-06-22,West,Electronics,349.21,2,0.29,698.41,-47.11,216
ORD-100326,2023-06-22,South,Furniture,336.48,5,0.21,1682.39,26.53,318
ORD-100565,2023-06-22,East,Apparel,61.11,2,0.11,122.22,15.18,382
ORD-100509,2023-06-22,West,Electronics,501.32,6,0.26,3007.91,465.15,21
ORD-100718,2023-06-22,West,Groceries,19.22,4,0.16,76.88,-1.9,121
ORD-101307,2023-06-23,South,Furniture,388.21,1,0.28,388.21,67.02,266
ORD-101264,2023-06-24,East,Apparel,71.21,11,0.05,783.32,34.15,315
ORD-100188,2023-06-24,North,Electronics,596.9,11,0.19,6565.89,183.4,141
ORD-100096,2023-06-24,North,Electronics,532.15,5,0.02,2660.77,135.33,244
ORD-101046,2023-06-24,South,Electronics,438.72,11,0.08,4825.89,1331.68,277
ORD-100853,2023-06-24,West,Furniture,262.77,11,0.18,2890.42,512.68,260
ORD-100831,2023-06-25,Central,Office Supplies,36.35,10,0.17,363.54,-8.13,386
ORD-100592,2023-06-25,Central,Apparel,77.65,8,0.26,621.17,65.16,197
ORD-100383,2023-06-25,Central,Office Supplies,33.29,3,0.09,99.87,24.98,55
ORD-101250,2023-06-26,East,Furniture,384.98,4,0.07,1539.92,236.77,292
ORD-101401,2023-06-26,West,Apparel,59.18,2,0.2,118.35,14.42,214
ORD-101541,2023-06-26,South,Electronics,392.7,1,0.29,392.7,-31.47,220
ORD-101123,2023-06-27,North,Furniture,281.76,4,0.1,1127.03,26.1,136
ORD-101505,2023-06-27,North,Furniture,218.55,10,0.19,2185.54,99.47,230
ORD-101708,2023-06-27,North,Electronics,505.88,1,0.24,505.88,34.8,386
ORD-101785,2023-06-27,West,Groceries,26.34,2,0.19,52.67,-2.24,111
ORD-101106,2023-06-28,West,Apparel,97.01,7,0.06,679.06,176.51,230
ORD-100856,2023-06-28,North,Apparel,77.49,4,0.26,309.96,33.86,119
ORD-100314,2023-06-28,North,Electronics,423.68,10,0.06,4236.84,990.14,17
ORD-101810,2023-06-28,North,Office Supplies,32.7,4,0.09,130.81,38.49,47
ORD-101905,2023-06-28,East,Office Supplies,50.88,10,0.21,508.79,81.11,96
ORD-100830,2023-06-29,East,Office Supplies,46.79,5,0.02,233.93,62.72,373
ORD-101891,2023-06-29,Central,Electronics,416.36,3,0.15,1249.08,26.26,190
ORD-101453,2023-06-29,West,Apparel,62.4,2,0.2,124.81,-2.93,348
ORD-101012,2023-06-29,North,Groceries,17.68,4,0.27,70.71,8.2,248
ORD-100118,2023-06-29,South,Electronics,331.94,4,0.12,1327.76,166.15,195
ORD-100988,2023-06-29,Central,Groceries,34.13,1,0.01,34.13,4.2,310
ORD-101514,2023-06-30,North,Electronics,362.09,6,0.05,2172.56,227.37,359
ORD-100507,2023-06-30,East,Apparel,68.6,7,0.07,480.21,19.41,10
ORD-101562,2023-07-01,West,Electronics,352.21,3,0.02,1056.63,182.21,157
ORD-100924,2023-07-01,North,Electronics,491.87,9,0.13,4426.83,326.23,345
ORD-101903,2023-07-01,Central,Groceries,23.05,7,0.15,161.35,9.54,52
ORD-100616,2023-07-02,North,Furniture,302.49,9,0.17,2722.45,151.38,373
ORD-101412,2023-07-02,South,Apparel,70.27,3,0.07,210.8,55.0,28
ORD-100567,2023-07-02,North,Office Supplies,32.37,2,0.14,64.75,14.86,111
ORD-100482,2023-07-02,East,Apparel,66.17,2,0.25,132.34,21.67,222
ORD-101851,2023-07-04,South,Apparel,67.18,3,0.21,201.53,4.12,40
ORD-100695,2023-07-04,East,Furniture,271.13,6,0.15,1626.78,13.58,63
ORD-101817,2023-07-04,East,Office Supplies,33.32,6,0.0,199.94,24.23,125
ORD-101941,2023-07-04,North,Electronics,470.63,8,0.07,3765.07,570.38,25
ORD-100918,2023-07-05,East,Apparel,91.57,4,0.26,366.29,58.91,241
ORD-101659,2023-07-05,North,Electronics,448.63,3,0.12,1345.89,387.93,54
ORD-101561,2023-07-05,West,Electronics,426.11,9,0.04,3835.0,740.77,40
ORD-101306,2023-07-05,East,Office Supplies,47.41,11,0.25,521.47,1.53,142
ORD-100345,2023-07-06,East,Apparel,52.4,9,0.15,471.61,106.77,116
ORD-101424,2023-07-06,Central,Office Supplies,30.24,9,0.18,272.2,-4.58,349
ORD-100932,2023-07-07,West,Office Supplies,36.66,8,0.04,293.31,72.59,138
ORD-101803,2023-07-09,East,Office Supplies,38.63,7,0.22,270.4,43.81,290
ORD-101178,2023-07-09,South,Apparel,67.2,4,0.23,268.81,56.79,319
ORD-100210,2023-07-10,West,Furniture,304.75,4,0.13,1219.0,-14.89,393
ORD-101501,2023-07-10,West,Office Supplies,37.16,10,0.19,371.56,41.24,364
ORD-100379,2023-07-11,South,Groceries,32.01,8,0.13,256.07,-2.69,47
ORD-101296,2023-07-11,West,Furniture,378.94,11,0.03,4168.38,1057.87,20
ORD-100208,2023-07-12,South,Electronics,337.98,9,0.19,3041.85,98.65,77
ORD-101458,2023-07-12,South,Electronics,475.79,5,0.18,2378.94,545.83,372
ORD-101881,2023-07-13,North,Office Supplies,46.26,2,0.04,92.52,25.84,271
ORD-101620,2023-07-13,Central,Electronics,569.68,9,0.05,5127.1,1338.48,224
ORD-101700,2023-07-13,West,Groceries,21.6,3,0.02,64.79,10.17,278
ORD-100205,2023-07-14,North,Furniture,214.14,7,0.11,1498.99,248.12,167
ORD-100617,2023-07-14,East,Electronics,578.22,2,0.21,1156.45,171.4,262
ORD-101428,2023-07-14,East,Electronics,462.01,3,0.21,1386.04,-45.4,262
ORD-101260,2023-07-14,West,Groceries,32.99,6,0.3,197.92,13.5,283
ORD-100291,2023-07-14,West,Apparel,70.97,8,0.28,567.76,77.35,23
ORD-101672,2023-07-15,South,Electronics,475.66,3,0.28,1426.97,74.84,177
ORD-101010,2023-07-16,North,Electronics,554.42,7,0.13,3880.95,600.27,139
ORD-101122,2023-07-16,South,Groceries,29.52,1,0.26,29.52,3.63,199
ORD-100508,2023-07-16,North,Apparel,87.51,8,0.28,700.1,-59.38,87
ORD-100889,2023-07-17,South,Electronics,341.73,1,0.01,341.73,21.57,192
ORD-100778,2023-07-17,South,Apparel,84.47,6,0.26,506.83,72.6,207
ORD-100743,2023-07-17,Central,Office Supplies,53.11,10,0.22,531.14,98.56,77
ORD-100215,2023-07-18,East,Apparel,70.99,7,0.02,496.91,103.68,42
ORD-101639,2023-07-19,North,Electronics,436.6,6,0.09,2619.6,776.08,212
ORD-101321,2023-07-20,North,Office Supplies,38.6,5,0.08,192.99,21.32,381
ORD-101490,2023-07-20,Central,Office Supplies,35.31,8,0.12,282.47,6.0,325
ORD-100504,2023-07-20,West,Apparel,91.87,4,0.2,367.48,67.08,349
ORD-100280,2023-07-21,South,Apparel,95.92,7,0.14,671.45,121.79,168
ORD-100142,2023-07-21,West,Groceries,23.08,9,0.09,207.74,21.08,287
ORD-100110,2023-07-22,North,Furniture,246.07,1,0.09,246.07,28.79,305
ORD-101191,2023-07-22,East,Apparel,55.67,10,0.09,556.68,22.37,299
ORD-100949,2023-07-22,Central,Electronics,520.4,5,0.05,2601.98,,239
ORD-100038,2023-07-22,South,Electronics,593.62,1,0.03,593.62,113.88,373
ORD-100412,2023-07-23,West,Office Supplies,37.27,7,0.19,260.92,-1.57,15
ORD-101793,2023-07-23,Central,Groceries,27.68,7,0.01,193.77,18.95,108
ORD-101550,2023-07-24,East,Electronics,587.0,10,0.28,5870.0,-292.99,307
ORD-101027,2023-07-24,South,Apparel,54.72,8,0.25,437.78,75.7,281
ORD-100398,2023-07-24,East,Apparel,82.7,9,0.29,744.34,130.32,253
ORD-101998,2023-07-24,Central,Furniture,391.41,8,0.11,3131.28,753.99,268
ORD-101999,2023-07-25,North,Office Supplies,48.78,11,0.14,536.55,88.61,218
ORD-100151,2023-07-25,Central,Office Supplies,30.46,6,0.16,182.78,43.73,397
ORD-100313,2023-07-25,North,Office Supplies,45.87,10,0.09,458.7,139.77,338
ORD-101916,2023-07-26,North,Apparel,66.12,5,0.17,330.58,67.25,329
ORD-101409,2023-07-26,Central,Electronics,381.73,5,0.19,1908.64,21.73,153
ORD-100572,2023-07-26,East,Furniture,315.26,4,0.24,1261.04,71.87,117
ORD-100298,2023-07-27,West,Office Supplies,35.34,4,0.0,141.38,31.8,81
ORD-100813,2023-07-27,North,Electronics,540.71,11,0.29,5947.81,688.75,211
ORD-101208,2023-07-27,North,Furniture,216.59,5,0.07,1082.96,280.03,3
ORD-100533,2023-07-27,West,Electronics,424.23,4,0.28,1696.91,212.32,203
ORD-101381,2023-07-27,North,Furniture,393.12,1,0.13,393.12,16.8,121
ORD-101992,2023-07-29,South,Apparel,93.44,4,0.11,373.76,94.23,342
ORD-100449,2023-07-29,North,Apparel,70.83,8,0.24,566.68,7.06,27
ORD-100095,2023-07-30,South,Electronics,490.02,4,0.26,1960.07,231.53,153
ORD-101229,2023-07-30,West,Electronics,451.63,5,0.12,2258.16,483.53,64
ORD-100840,2023-07-30,North,Apparel,67.47,2,0.05,134.95,,367
ORD-100854,2023-07-30,West,Office Supplies,29.21,6,0.16,175.28,41.86,90
ORD-100659,2023-07-30,North,Electronics,550.22,5,0.13,2751.09,353.26,224
ORD-100480,2023-07-30,South,Furniture,215.44,11,0.01,2369.89,799.23,179
ORD-101482,2023-07-31,North,Apparel,91.56,9,0.3,824.01,-51.76,350
ORD-100494,2023-07-31,South,Electronics,586.04,1,0.18,586.04,134.87,212
ORD-101560,2023-08-01,East,Groceries,25.42,1,0.2,25.42,5.2,209
ORD-100341,2023-08-01,West,Apparel,51.07,6,0.17,306.45,78.98,207
ORD-101113,2023-08-02,East,Office Supplies,54.66,4,0.14,218.63,23.51,33
ORD-100153,2023-08-03,North,Electronics,383.46,3,0.27,1150.38,19.61,172
ORD-101450,2023-08-03,West,Apparel,63.47,11,0.28,698.17,112.57,373
ORD-101819,2023-08-04,Central,Office Supplies,55.13,4,0.27,220.54,11.25,9
ORD-100270,2023-08-04,Central,Groceries,34.24,6,0.15,205.42,37.79,71
ORD-100795,2023-08-04,South,Apparel,79.65,4,0.18,318.59,,150
ORD-101645,2023-08-04,Central,Groceries,19.25,4,0.15,77.0,2.27,26
ORD-101906,2023-08-05,Central,Groceries,30.54,1,0.16,30.54,4.74,328
ORD-101337,2023-08-05,South,Electronics,421.14,7,0.16,2947.97,334.41,167
ORD-100637,2023-08-05,Central,Electronics,539.09,6,0.12,3234.56,833.98,187
ORD-101580,2023-08-05,North,Apparel,89.22,4,0.21,356.86,33.35,97
ORD-101861,2023-08-05,East,Groceries,33.35,4,0.15,133.4,36.5,220
ORD-100418,2023-08-05,Central,Electronics,361.54,4,0.1,1446.17,7.74,154
ORD-101238,2023-08-06,South,Office Supplies,51.47,11,0.24,566.16,86.03,206
ORD-100262,2023-08-07,South,Electronics,363.78,5,0.25,1818.91,-100.14,31
ORD-100970,2023-08-07,South,Groceries,24.25,1,0.26,24.25,2.07,359
ORD-101399,2023-08-07,East,Apparel,88.87,7,0.2,622.09,151.4,216
ORD-100352,2023-08-07,South,Electronics,522.19,4,0.24,2088.77,,163
ORD-101402,2023-08-07,West,Electronics,315.76,1,0.16,315.76,6.18,185
ORD-101315,2023-08-07,South,Office Supplies,42.16,9,0.28,379.47,-8.84,292
ORD-100441,2023-08-08,North,Electronics,570.74,3,0.09,1712.22,,288
ORD-100927,2023-08-08,West,Apparel,89.05,10,0.29,890.46,160.99,32
ORD-100189,2023-08-09,West,Electronics,495.33,8,0.24,3962.67,-16.68,198
ORD-101366,2023-08-09,South,Office Supplies,40.11,6,0.21,240.67,-0.84,384
ORD-101600,2023-08-09,South,Office Supplies,28.49,11,0.16,313.37,70.4,106
ORD-101475,2023-08-09,North,Apparel,51.23,5,0.29,256.13,-22.46,378
ORD-100306,2023-08-09,East,Electronics,629.59,10,0.21,6295.89,613.01,179
ORD-100801,2023-08-09,East,Electronics,505.65,6,0.08,3033.91,257.47,269
ORD-101822,2023-08-09,North,Apparel,73.0,2,0.16,146.01,29.98,82
ORD-100135,2023-08-10,South,Apparel,73.5,11,0.13,808.52,38.89,385
ORD-101154,2023-08-11,East,Office Supplies,39.83,8,0.14,318.64,12.78,62
ORD-100951,2023-08-11,North,Groceries,25.48,6,0.15,152.85,39.2,275
ORD-101837,2023-08-11,South,Electronics,515.39,11,0.14,5669.34,1456.64,114
ORD-101390,2023-08-12,East,Electronics,358.05,4,0.19,1432.18,80.31,28
ORD-100225,2023-08-12,Central,Apparel,70.67,8,0.04,565.37,139.82,293
ORD-101104,2023-08-12,East,Groceries,25.02,8,0.22,200.15,40.08,388
ORD-101185,2023-08-13,North,Apparel,84.67,10,0.3,846.74,16.32,313
ORD-101778,2023-08-13,South,Electronics,426.8,6,0.21,2560.78,137.0,228
ORD-100238,2023-08-14,North,Furniture,301.9,4,0.2,1207.59,69.85,235
ORD-100399,2023-08-15,South,Office Supplies,29.14,8,0.24,233.15,39.98,303
ORD-100525,2023-08-15,North,Furniture,402.2,7,0.25,2815.41,155.12,184
ORD-100332,2023-08-15,East,Electronics,392.73,4,0.02,1570.91,324.68,46
ORD-101059,2023-08-16,North,Apparel,92.45,2,0.25,184.91,-9.34,66
ORD-100748,2023-08-17,East,Furniture,413.42,4,0.23,1653.67,103.25,260
ORD-101820,2023-08-17,South,Apparel,81.25,11,0.25,893.79,144.04,125
ORD-101461,2023-08-17,West,Furniture,365.16,8,0.01,2921.26,503.04,374
ORD-100087,2023-08-17,West,Office Supplies,39.66,3,0.05,118.97,32.58,22
ORD-101033,2023-08-18,South,Office Supplies,28.58,10,0.27,285.78,21.21,205
ORD-101013,2023-08-18,South,Electronics,512.22,11,0.09,5634.44,515.86,281
ORD-100747,2023-08-18,East,Groceries,34.19,10,0.26,341.95,58.36,5
ORD-100446,2023-08-18,Central,Apparel,89.51,9,0.13,805.55,192.81,25
ORD-100798,2023-08-19,,Furniture,348.51,3,0.04,1045.54,326.25,288
ORD-100308,2023-08-19,North,Office Supplies,33.15,11,0.11,364.65,75.1,257
ORD-100987,2023-08-19,West,Office Supplies,38.58,2,0.29,77.17,15.79,328
ORD-100367,2023-08-19,,Office Supplies,49.95,4,0.23,199.81,13.09,252
ORD-100337,2023-08-20,East,Groceries,29.15,6,0.03,174.91,54.9,111
ORD-101603,2023-08-20,West,Apparel,56.83,9,0.12,511.5,147.35,262
ORD-101176,2023-08-20,South,Office Supplies,47.79,9,0.15,430.11,44.14,162
ORD-100967,2023-08-20,West,Electronics,405.24,9,0.1,3647.16,1033.12,324
ORD-101585,2023-08-20,South,Apparel,61.61,2,0.26,123.22,26.08,198
ORD-101575,2023-08-21,East,Electronics,511.8,10,0.17,5118.01,-74.71,312
ORD-100524,2023-08-21,West,Office Supplies,35.89,11,0.04,394.76,117.97,251
ORD-101438,2023-08-21,South,Electronics,584.11,6,0.16,3504.69,688.92,238
ORD-101755,2023-08-21,West,Office Supplies,30.28,9,0.13,272.53,50.78,72
ORD-100553,2023-08-21,South,Office Supplies,32.93,5,0.21,164.65,-7.51,377
ORD-101526,2023-08-21,Central,Apparel,63.83,8,0.15,510.66,-1.15,329
ORD-100402,2023-08-22,Central,Office Supplies,38.76,4,0.18,155.03,17.33,104
ORD-101434,2023-08-22,West,Office Supplies,44.78,3,0.23,134.33,12.0,350
ORD-100320,2023-08-23,East,Electronics,342.24,11,0.01,3764.67,1081.16,13
ORD-100594,2023-08-23,West,Electronics,494.5,1,0.02,494.5,138.79,371
ORD-101949,2023-08-23,Central,Apparel,92.63,9,0.16,833.65,84.59,14
ORD-100166,2023-08-23,West,Electronics,430.41,10,0.21,4304.07,933.4,2
ORD-101503,2023-08-24,West,Office Supplies,52.57,3,0.06,157.71,32.15,53
ORD-101403,2023-08-24,Central,Electronics,480.26,6,0.14,2881.56,91.65,287
ORD-100606,2023-08-24,Central,Electronics,333.13,11,0.07,3664.43,465.42,240
ORD-101248,2023-08-26,,Electronics,509.12,11,0.19,5600.33,168.36,121
ORD-101387,2023-08-26,North,Electronics,355.44,3,0.25,1066.32,145.92,117
ORD-100065,2023-08-26,Central,Furniture,317.72,3,0.05,953.16,288.13,308
ORD-101094,2023-08-28,Central,Electronics,621.33,3,0.07,1863.98,52.05,87
